Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Oct 7",3:00am,CHF,Medium Impact Expected,Foreign Currency Reserves,628B,627B,
"Fri, Oct 7",3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,0.1%,0.0%,-0.3%
"Fri, Oct 7",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.2%,0.4%,-0.9%
"Fri, Oct 7",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-12.1B,-11.1B,-9.5B
"Fri, Oct 7",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.4%,0.1%,0.1%
"Fri, Oct 7",8:30am,CAD,High Impact Expected,Employment Change,67.2K,8.5K,26.2K
"Fri, Oct 7",8:30am,CAD,High Impact Expected,Unemployment Rate,7.0%,7.0%,7.0%
"Fri, Oct 7",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.1%
"Fri, Oct 7",8:30am,USD,High Impact Expected,Non-Farm Employment Change,156K,171K,167K
"Fri, Oct 7",8:30am,USD,High Impact Expected,Unemployment Rate,5.0%,4.9%,4.9%
"Fri, Oct 7",9:12am,GBP,Low Impact Expected,NIESR GDP Estimate,0.4%,0.5%,
"Fri, Oct 7",10:00am,CAD,Medium Impact Expected,Ivey PMI,58.4,53.0,52.3
"Fri, Oct 7",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,-0.2%,-0.1%,-0.1%
"Fri, Oct 7",Day 1,All,Low Impact Expected,IMF Meetings,,,
"Fri, Oct 7",10:30am,CAD,Medium Impact Expected,BOC Business Outlook Survey,,,
"Fri, Oct 7",10:30am,USD,Medium Impact Expected,FOMC Member Fischer Speaks,,,
"Fri, Oct 7",12:45pm,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
"Fri, Oct 7",3:00pm,USD,Medium Impact Expected,FOMC Member George Speaks,,,
"Fri, Oct 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,25.9B,16.8B,17.8B
"Fri, Oct 7",4:00pm,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
"Fri, Oct 7",4:00pm,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
"Fri, Oct 7",9:45pm,CNY,Medium Impact Expected,Caixin Services PMI,52.0,52.2,52.1
"Sat, Oct 8",Day 2,All,Low Impact Expected,IMF Meetings,,,
"Sat, Oct 8",1:00pm,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
"Sun, Oct 9",Day 3,All,Low Impact Expected,IMF Meetings,,,
"Sun, Oct 9",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, Oct 10",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.3%,3.4%,3.3%
"Mon, Oct 10",2:00am,EUR,Low Impact Expected,German Trade Balance,22.2B,19.3B,19.4B
"Mon, Oct 10",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,1.7%,-0.2%,0.7%
"Mon, Oct 10",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,8.5,6.2,5.6
"Mon, Oct 10",All Day,EUR,Medium Impact Expected,Eurogroup Meetings,,,
"Mon, Oct 10",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Oct 10",All Day,USD,Non-Economic,Bank Holiday,,,
"Mon, Oct 10",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.4%,-0.9%,
"Mon, Oct 10",7:50pm,JPY,Medium Impact Expected,Current Account,1.98T,1.58T,1.45T
"Mon, Oct 10",8:30pm,AUD,Medium Impact Expected,NAB Business Confidence,6,6,
"Mon, Oct 10",8:30pm,AUD,Low Impact Expected,Home Loans m/m,-3.0%,-1.3%,-4.5%
"Tue, Oct 11",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,44.8,45.9,45.6
"Tue, Oct 11",5:00am,EUR,Medium Impact Expected,German ZEW Economic Sentiment,6.2,4.2,0.5
"Tue, Oct 11",5:00am,EUR,Medium Impact Expected,ZEW Economic Sentiment,12.3,6.3,5.4
"Tue, Oct 11",5:00am,GBP,Medium Impact Expected,MPC Member Saunders Speaks,,,
"Tue, Oct 11",6:00am,USD,Low Impact Expected,NFIB Small Business Index,94.1,95.2,94.4
"Tue, Oct 11",All Day,EUR,Medium Impact Expected,ECOFIN Meetings,,,
"Tue, Oct 11",8:13am,CAD,Low Impact Expected,Housing Starts,221K,194K,182K
"Tue, Oct 11",10:18am,USD,Low Impact Expected,Labor Market Conditions Index m/m,-2.2,-1.3,
"Tue, Oct 11",7:30pm,AUD,Low Impact Expected,Westpac Consumer Sentiment,1.1%,0.3%,
"Tue, Oct 11",7:50pm,JPY,Low Impact Expected,Core Machinery Orders m/m,-2.2%,-4.4%,4.9%
"Tue, Oct 11",11:45pm,JPY,Low Impact Expected,30-y Bond Auction,0.51|3.6,0.50|3.1,
"Wed, Oct 12",1:58am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-6.3%,-8.4%,
"Wed, Oct 12",2:00am,EUR,Low Impact Expected,German WPI m/m,0.4%,0.3%,-0.7%
"Wed, Oct 12",2:45am,EUR,Low Impact Expected,French Final CPI m/m,-0.2%,-0.2%,-0.2%
"Wed, Oct 12",3:39am,CHF,Medium Impact Expected,Gov Board Member Zurbrugg Speaks,,,
"Wed, Oct 12",5:00am,CHF,Low Impact Expected,Credit Suisse Economic Expectations,5.2,2.7,
"Wed, Oct 12",5:00am,EUR,Low Impact Expected,Industrial Production m/m,1.6%,1.4%,-0.7%
"Wed, Oct 12",5:00am,GBP,Medium Impact Expected,MPC Member Cunliffe Speaks,,,
"Wed, Oct 12",8:00am,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Wed, Oct 12",9:40am,USD,Medium Impact Expected,FOMC Member George Speaks,,,
"Wed, Oct 12",10:00am,USD,Medium Impact Expected,JOLTS Job Openings,5.44M,5.79M,5.83M
"Wed, Oct 12",1:01pm,USD,Low Impact Expected,10-y Bond Auction,1.79|2.5,1.70|2.4,
"Wed, Oct 12",2:00pm,USD,High Impact Expected,FOMC Meeting Minutes,,,
"Wed, Oct 12",5:30pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,57.7,55.2,
"Wed, Oct 12",5:45pm,NZD,Low Impact Expected,FPI m/m,-0.9%,1.3%,
"Wed, Oct 12",7:01pm,GBP,Low Impact Expected,RICS House Price Balance,17%,14%,13%
"Wed, Oct 12",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.2%,2.0%,2.0%
"Wed, Oct 12",8:00pm,AUD,Low Impact Expected,MI Inflation Expectations,3.7%,3.3%,
"Wed, Oct 12",10:00pm,CNY,High Impact Expected,Trade Balance,278B,365B,346B
"Wed, Oct 12",10:23pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,42.0B,53.1B,52.1B
"Thu, Oct 13",12:23am,AUD,Low Impact Expected,RBA Annual Report,,,
"Thu, Oct 13",12:30am,JPY,Low Impact Expected,Tertiary Industry Activity m/m,0.0%,-0.2%,0.2%
"Thu, Oct 13",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.1%,0.1%,0.1%
"Thu, Oct 13",6:29am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,4.2%,4.5%,
"Thu, Oct 13",8:30am,CAD,Medium Impact Expected,NHPI m/m,0.2%,0.3%,0.4%
"Thu, Oct 13",8:30am,USD,High Impact Expected,Unemployment Claims,246K,252K,246K
"Thu, Oct 13",8:30am,USD,Medium Impact Expected,Import Prices m/m,0.1%,0.1%,-0.2%
"Thu, Oct 13",10:30am,USD,Low Impact Expected,Natural Gas Storage,79B,84B,80B
"Thu, Oct 13",11:00am,USD,High Impact Expected,Crude Oil Inventories,4.9M,0.4M,-3.0M
"Thu, Oct 13",1:01pm,USD,Low Impact Expected,30-y Bond Auction,2.47|2.4,2.48|2.1,
"Thu, Oct 13",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,3.6%,3.4%,3.3%
"Thu, Oct 13",7:50pm,JPY,Low Impact Expected,PPI y/y,-3.2%,-3.2%,-3.6%
"Thu, Oct 13",8:30pm,AUD,Medium Impact Expected,RBA Financial Stability Review,,,
"Thu, Oct 13",9:30pm,CNY,Medium Impact Expected,CPI y/y,1.9%,1.6%,1.3%
"Thu, Oct 13",9:30pm,CNY,Medium Impact Expected,PPI y/y,0.1%,-0.4%,-0.8%
"Fri, Oct 14",3:15am,CHF,Medium Impact Expected,PPI m/m,0.3%,0.1%,-0.3%
"Fri, Oct 14",4:30am,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
"Fri, Oct 14",4:30am,GBP,Low Impact Expected,Construction Output m/m,-1.5%,0.0%,0.5%
"Fri, Oct 14",5:00am,EUR,Low Impact Expected,Trade Balance,23.3B,20.5B,20.8B
"Fri, Oct 14",7:45am,GBP,Medium Impact Expected,MPC Member Forbes Speaks,,,
"Fri, Oct 14",8:30am,USD,High Impact Expected,Core Retail Sales m/m,0.5%,0.4%,-0.2%
"Fri, Oct 14",8:30am,USD,High Impact Expected,PPI m/m,0.3%,0.2%,0.0%
"Fri, Oct 14",8:30am,USD,High Impact Expected,Retail Sales m/m,0.6%,0.6%,-0.2%
"Fri, Oct 14",8:30am,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.1%,0.1%
"Fri, Oct 14",8:30am,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
"Fri, Oct 14",9:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Fri, Oct 14",10:00am,USD,High Impact Expected,Prelim UoM Consumer Sentiment,87.9,92.1,91.2
"Fri, Oct 14",10:00am,USD,Low Impact Expected,Business Inventories m/m,0.2%,0.1%,0.0%
"Fri, Oct 14",10:00am,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.4%,2.4%,
"Fri, Oct 14",1:30pm,USD,High Impact Expected,Fed Chair Yellen Speaks,,,
"Fri, Oct 14",3:00pm,USD,Medium Impact Expected,Treasury Currency Report,,,
"Fri, Oct 14",4:00pm,USD,Low Impact Expected,Federal Budget Balance,33.4B,30.0B,-107.1B
"Sat, Oct 15",Day 1,All,Medium Impact Expected,BRICS Summit,,,
"Sun, Oct 16",Day 2,All,Medium Impact Expected,BRICS Summit,,,
"Sun, Oct 16",5:30pm,NZD,Low Impact Expected,BusinessNZ Services Index,54.1,58.1,
"Sun, Oct 16",7:01pm,GBP,Low Impact Expected,Rightmove HPI m/m,0.9%,0.7%,
"Mon, Oct 17",12:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,1.3%,1.5%,1.5%
"Mon, Oct 17",4:03am,EUR,Low Impact Expected,Italian Trade Balance,2.52B,4.25B,7.80B
"Mon, Oct 17",5:00am,EUR,Medium Impact Expected,Final CPI y/y,0.4%,0.4%,0.4%
"Mon, Oct 17",5:00am,EUR,Low Impact Expected,Final Core CPI y/y,0.8%,0.8%,0.8%
"Mon, Oct 17",8:30am,CAD,Medium Impact Expected,Foreign Securities Purchases,12.74B,6.24B,9.10B
"Mon, Oct 17",8:30am,USD,Medium Impact Expected,Empire State Manufacturing Index,-6.8,1.1,-2.0
"Mon, Oct 17",9:15am,USD,Medium Impact Expected,Capacity Utilization Rate,75.4%,75.6%,75.3%
"Mon, Oct 17",9:15am,USD,Medium Impact Expected,Industrial Production m/m,0.1%,0.3%,-0.5%
"Mon, Oct 17",9:30am,GBP,Low Impact Expected,CB Leading Index m/m,0.0%,-0.2%,
"Mon, Oct 17",10:45am,GBP,Medium Impact Expected,MPC Member Broadbent Speaks,,,
"Mon, Oct 17",12:15pm,USD,Medium Impact Expected,FOMC Member Fischer Speaks,,,
"Mon, Oct 17",1:35pm,EUR,High Impact Expected,ECB President Draghi Speaks,,,
"Mon, Oct 17",1:35pm,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
"Mon, Oct 17",5:10pm,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
"Mon, Oct 17",5:45pm,NZD,High Impact Expected,CPI q/q,0.3%,0.0%,0.4%
"Mon, Oct 17",8:30pm,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
"Mon, Oct 17",8:30pm,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,2.5%,0.0%,
"Tue, Oct 18",3:03am,CNY,Low Impact Expected,M2 Money Supply y/y,11.5%,11.6%,11.4%
"Tue, Oct 18",3:03am,CNY,Low Impact Expected,New Loans,1220B,1000B,949B
"Tue, Oct 18",4:30am,GBP,High Impact Expected,CPI y/y,1.0%,0.9%,0.6%
"Tue, Oct 18",4:30am,GBP,Medium Impact Expected,PPI Input m/m,0.0%,0.4%,0.2%
"Tue, Oct 18",4:30am,GBP,Medium Impact Expected,RPI y/y,2.0%,2.0%,1.8%
"Tue, Oct 18",4:30am,GBP,Low Impact Expected,Core CPI y/y,1.5%,1.4%,1.3%
"Tue, Oct 18",4:30am,GBP,Low Impact Expected,HPI y/y,8.4%,7.9%,8.0%
"Tue, Oct 18",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.2%,0.2%,0.1%
"Tue, Oct 18",8:30am,CAD,High Impact Expected,Manufacturing Sales m/m,0.9%,0.3%,0.1%
"Tue, Oct 18",8:30am,USD,High Impact Expected,Core CPI m/m,0.1%,0.2%,0.3%
"Tue, Oct 18",8:30am,USD,High Impact Expected,CPI m/m,0.3%,0.3%,0.2%
"Tue, Oct 18",8:30am,USD,High Impact Expected,CPI y/y,1.5%,1.5%,1.1%
"Tue, Oct 18",9:48am,NZD,High Impact Expected,GDT Price Index,1.4%,-3.0%,
"Tue, Oct 18",10:00am,USD,Low Impact Expected,NAHB Housing Market Index,63,64,65
"Tue, Oct 18",4:00pm,USD,Low Impact Expected,TIC Long-Term Purchases,48.3B,22.0B,102.8B
"Tue, Oct 18",7:30pm,AUD,Low Impact Expected,MI Leading Index m/m,0.1%,0.0%,
"Tue, Oct 18",10:00pm,CNY,High Impact Expected,GDP q/y,6.7%,6.7%,6.7%
"Tue, Oct 18",10:00pm,CNY,High Impact Expected,Industrial Production y/y,6.1%,6.4%,6.3%
"Tue, Oct 18",10:00pm,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,8.2%,8.2%,8.1%
"Tue, Oct 18",10:00pm,CNY,Medium Impact Expected,NBS Press Conference,,,
"Tue, Oct 18",10:00pm,CNY,Low Impact Expected,Retail Sales y/y,10.7%,10.7%,10.6%
"Wed, Oct 19",12:30am,JPY,Low Impact Expected,All Industries Activity m/m,0.2%,0.2%,0.2%
"Wed, Oct 19",4:30am,GBP,High Impact Expected,Average Earnings Index 3m/y,2.3%,2.3%,2.4%
"Wed, Oct 19",4:30am,GBP,High Impact Expected,Claimant Count Change,0.7K,3.4K,7.1K
"Wed, Oct 19",4:30am,GBP,Medium Impact Expected,Unemployment Rate,4.9%,4.9%,4.9%
"Wed, Oct 19",5:34am,EUR,Low Impact Expected,German 30-y Bond Auction,0.64|1.7,0.62|1.7,
"Wed, Oct 19",5:34am,GBP,Low Impact Expected,10-y Bond Auction,1.08|2.0,0.69|1.7,
"Wed, Oct 19",8:30am,USD,High Impact Expected,Building Permits,1.23M,1.17M,1.15M
"Wed, Oct 19",8:30am,USD,Medium Impact Expected,Housing Starts,1.05M,1.18M,1.15M
"Wed, Oct 19",10:00am,CAD,High Impact Expected,BOC Monetary Policy Report,,,
"Wed, Oct 19",10:00am,CAD,High Impact Expected,BOC Rate Statement,,,
"Wed, Oct 19",10:00am,CAD,High Impact Expected,Overnight Rate,0.50%,0.50%,0.50%
"Wed, Oct 19",10:30am,AUD,Low Impact Expected,CB Leading Index m/m,0.0%,0.5%,
"Wed, Oct 19",10:30am,USD,High Impact Expected,Crude Oil Inventories,-5.2M,2.2M,4.9M
"Wed, Oct 19",11:15am,CAD,High Impact Expected,BOC Press Conference,,,
"Wed, Oct 19",1:00pm,GBP,Medium Impact Expected,MPC Member Haldane Speaks,,,
"Wed, Oct 19",2:00pm,USD,Low Impact Expected,Beige Book,,,
"Wed, Oct 19",4:15pm,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
"Wed, Oct 19",7:45pm,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Wed, Oct 19",8:30pm,AUD,High Impact Expected,Employment Change,-9.8K,15.2K,-8.6K
"Wed, Oct 19",8:30pm,AUD,High Impact Expected,Unemployment Rate,5.6%,5.7%,5.7%
"Wed, Oct 19",8:30pm,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,5,3,
"Thu, Oct 20",2:00am,CHF,Low Impact Expected,Trade Balance,4.37B,3.27B,3.01B
"Thu, Oct 20",2:00am,EUR,Low Impact Expected,German PPI m/m,-0.2%,0.3%,-0.1%
"Thu, Oct 20",4:00am,EUR,Low Impact Expected,Current Account,29.7B,24.3B,27.7B
"Thu, Oct 20",4:30am,GBP,High Impact Expected,Retail Sales m/m,0.0%,0.3%,0.0%
"Thu, Oct 20",4:53am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.04|1.9,1.07|1.8,
"Thu, Oct 20",Day 1,EUR,Medium Impact Expected,EU Economic Summit,,,
"Thu, Oct 20",7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%
"Thu, Oct 20",7:45am,EUR,High Impact Expected,Monetary Policy Statement,,,
"Thu, Oct 20",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Oct 20",8:30am,USD,High Impact Expected,Philly Fed Manufacturing Index,9.7,5.2,12.8
"Thu, Oct 20",8:30am,USD,High Impact Expected,Unemployment Claims,260K,251K,247K
"Thu, Oct 20",8:30am,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Thu, Oct 20",9:00am,GBP,Medium Impact Expected,MPC Member Shafik Speaks,,,
"Thu, Oct 20",10:00am,USD,Medium Impact Expected,Existing Home Sales,5.47M,5.36M,5.30M
"Thu, Oct 20",10:00am,USD,Low Impact Expected,CB Leading Index m/m,0.2%,0.2%,-0.2%
"Thu, Oct 20",10:30am,USD,Low Impact Expected,Natural Gas Storage,77B,72B,79B
"Thu, Oct 20",5:45pm,NZD,Low Impact Expected,Visitor Arrivals m/m,3.6%,-1.8%,
"Thu, Oct 20",8:54pm,JPY,High Impact Expected,BOJ Gov Kuroda Speaks,,,
"Thu, Oct 20",10:00pm,NZD,Low Impact Expected,Credit Card Spending y/y,8.2%,2.0%,
"Fri, Oct 21",4:30am,GBP,Medium Impact Expected,Public Sector Net Borrowing,10.1B,8.6B,10.3B
"Fri, Oct 21",5:00am,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
"Fri, Oct 21",Day 2,EUR,Medium Impact Expected,EU Economic Summit,,,
"Fri, Oct 21",8:30am,CAD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.0%
"Fri, Oct 21",8:30am,CAD,High Impact Expected,Core Retail Sales m/m,0.0%,0.4%,-0.2%
"Fri, Oct 21",8:30am,CAD,Medium Impact Expected,CPI m/m,0.1%,0.2%,-0.2%
"Fri, Oct 21",8:30am,CAD,Medium Impact Expected,Retail Sales m/m,-0.1%,0.5%,-0.2%
"Fri, Oct 21",9:00am,EUR,Low Impact Expected,Belgian NBB Business Climate,-1.8,-1.5,-2.2
"Fri, Oct 21",10:00am,EUR,Low Impact Expected,Consumer Confidence,-8,-8,-8
"Fri, Oct 21",10:15am,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
"Sun, Oct 23",All Day,NZD,Non-Economic,Bank Holiday,,,
"Sun, Oct 23",7:50pm,JPY,Low Impact Expected,Trade Balance,0.35T,0.21T,0.36T
"Sun, Oct 23",8:30pm,JPY,Low Impact Expected,Flash Manufacturing PMI,51.7,50.6,50.4
"Mon, Oct 24",2:30am,GBP,Medium Impact Expected,MPC Member Shafik Speaks,,,
"Mon, Oct 24",3:00am,EUR,Medium Impact Expected,French Flash Manufacturing PMI,51.3,50.2,49.7
"Mon, Oct 24",3:00am,EUR,Medium Impact Expected,French Flash Services PMI,52.1,54.1,53.3
"Mon, Oct 24",3:30am,EUR,Medium Impact Expected,German Flash Manufacturing PMI,55.1,54.3,54.3
"Mon, Oct 24",3:30am,EUR,Medium Impact Expected,German Flash Services PMI,54.1,51.9,50.9
"Mon, Oct 24",4:00am,EUR,Medium Impact Expected,Flash Manufacturing PMI,53.3,52.7,52.6
"Mon, Oct 24",4:00am,EUR,Medium Impact Expected,Flash Services PMI,53.5,52.4,52.2
"Mon, Oct 24",6:00am,EUR,Low Impact Expected,German Buba Monthly Report,,,
"Mon, Oct 24",6:00am,GBP,Low Impact Expected,CBI Industrial Order Expectations,-17,-2,-5
"Mon, Oct 24",8:30am,CAD,Medium Impact Expected,Wholesale Sales m/m,0.8%,0.2%,0.1%
"Mon, Oct 24",9:00am,CNY,Low Impact Expected,CB Leading Index m/m,1.1%,0.8%,
"Mon, Oct 24",9:00am,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Mon, Oct 24",9:05am,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Mon, Oct 24",9:45am,USD,Low Impact Expected,Flash Manufacturing PMI,53.2,51.6,51.5
"Mon, Oct 24",12:15pm,CHF,High Impact Expected,SNB Chairman Jordan Speaks,,,
"Mon, Oct 24",3:30pm,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
"Tue, Oct 25",4:00am,EUR,High Impact Expected,German ifo Business Climate,110.5,109.6,109.5
"Tue, Oct 25",9:00am,USD,Low Impact Expected,HPI m/m,0.7%,0.5%,0.5%
"Tue, Oct 25",9:00am,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,5.1%,5.1%,5.0%
"Tue, Oct 25",9:59am,USD,Low Impact Expected,Richmond Manufacturing Index,-4,-5,-8
"Tue, Oct 25",10:00am,USD,High Impact Expected,CB Consumer Confidence,98.6,101.5,103.5
"Tue, Oct 25",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,51.3,47.6,46.7
"Tue, Oct 25",10:35am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Tue, Oct 25",11:30am,EUR,High Impact Expected,ECB President Draghi Speaks,,,
"Tue, Oct 25",7:50pm,JPY,Low Impact Expected,SPPI y/y,0.3%,0.2%,0.2%
"Tue, Oct 25",8:30pm,AUD,High Impact Expected,CPI q/q,0.7%,0.5%,0.4%
"Tue, Oct 25",8:30pm,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.4%,0.4%,0.5%
